,rank,id,artist,song,year,query,searcher,clean_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature
80,81,81,Sugarland,Stuck Like Glue,2010,Sugarland,Sugarland Stuck Like Glue,Sugarland,0.702,0.795,1,-4.764,1,0.0568,0.329,0.0,0.0505,0.836,83.961,4.12645,4
81,82,82,Usher featuring Plies,Hey Daddy (Daddy's Home),2010,Usher featuring,Usher  Hey Daddy (Daddy's Home),Usher,0.59,0.698,11,-4.262,1,0.0286,0.000176,0.0,0.107,0.352,95.975,3.7348833333333333,4
82,83,83,Usher,There Goes My Baby,2010,Usher,Usher There Goes My Baby,Usher,0.626,0.52,9,-8.077,0,0.0892,0.175,0.0,0.13,0.257,77.468,4.6882166666666665,4
83,84,84,Taylor Swift,Today Was a Fairytale,2010,Taylor Swift,Taylor Swift Today Was a Fairytale,Taylor Swift,0.485,0.717,7,-4.54,1,0.0321,0.0284,5.63e-06,0.14,0.356,158.047,4.030216666666667,4
84,85,85,Timbaland featuring Drake,Say Something,2010,Timbaland featuring,Timbaland  Say Something,Timbaland,0.555,0.713,11,-4.549,1,0.0911,0.0845,0.0,0.712,0.725,79.934,4.015333333333333,4
84,85,85,Timbaland featuring Drake,Say Something,2010,Timbaland featuring,Timbaland  Say Something,Drake,0.555,0.713,11,-4.549,1,0.0911,0.0845,0.0,0.712,0.725,79.934,4.015333333333333,4
85,86,86,Beyoncé,Sweet Dreams,2010,Beyoncé,Beyoncé Sweet Dreams,Beyoncé,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,3.467783333333333,4
86,87,87,Kings of Leon,Use Somebody,2010,Kings of,Kings of Use Somebody,Kings of Leon,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,3.846,4
87,88,88,Carrie Underwood,Undo It,2010,Carrie Underwood,Carrie Underwood Undo It,Carrie Underwood,0.476,0.84,2,-2.259,1,0.058,0.11,0.0,0.046,0.648,156.254,2.9542166666666665,4
88,89,89,Sean Kingston and Justin Bieber,Eenie Meenie,2010,Sean Kingston,Sean Kingston Eenie Meenie,Sean Kingston,0.734,0.639,1,-3.241,1,0.0316,0.0348,0.0,0.102,0.836,121.212,3.3608833333333332,4
89,90,90,Lil Wayne featuring Drake,Right Above It,2010,Lil Wayne,Lil Wayne Right Above It,Lil Wayne,0.376,0.841,3,-4.348,0,0.356,0.0435,0.0,0.578,0.463,76.052,4.53245,4
89,90,90,Lil Wayne featuring Drake,Right Above It,2010,Lil Wayne,Lil Wayne Right Above It,Drake,0.376,0.841,3,-4.348,0,0.356,0.0435,0.0,0.578,0.463,76.052,4.53245,4
90,91,91,Miranda Lambert,The House That Built Me,2010,Miranda Lambert,Miranda Lambert The House That Built Me,Miranda Lambert,0.515,0.3,5,-8.005,1,0.0289,0.575,8.46e-06,0.115,0.206,81.12,3.943783333333333,4
91,92,92,The Band Perry,If I Die Young,2010,The Band,The Band If I Die Young,The Band Perry,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,3.7128833333333335,4
92,93,93,Paramore,The Only Exception,2010,Paramore,Paramore The Only Exception,Paramore,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,4.460883333333333,3
93,94,94,Lady Antebellum,American Honey,2010,Lady Antebellum,Lady Antebellum American Honey,Lady A,0.588,0.684,1,-5.154,1,0.0288,0.508,0.0,0.141,0.121,85.997,3.7477833333333335,4
94,95,95,Sara Bareilles,King of Anything,2010,Sara Bareilles,Sara Bareilles King of Anything,Sara Bareilles,0.676,0.762,1,-4.172,1,0.0351,0.461,0.0,0.0574,0.81,119.003,3.4582166666666665,4
95,96,96,Daughtry,Life After You,2010,Daughtry,Daughtry Life After You,Daughtry,0.396,0.796,5,-3.253,1,0.0357,0.0597,0.0,0.407,0.362,154.037,3.45355,3
96,97,97,Uncle Kracker,Smile,2010,Uncle Kracker,Uncle Kracker Smile,Uncle Kracker,0.541,0.812,4,-3.764,1,0.0336,0.203,0.0,0.42,0.607,141.056,3.36045,4
97,98,98,Cali Swag District,Teach Me How to Dougie,2010,Cali Swag,Cali Swag Teach Me How to Dougie,Cali Swag District,0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,3.958,4
98,99,99,Alicia Keys,Try Sleeping with a Broken Heart,2010,Alicia Keys,Alicia Keys Try Sleeping with a Broken Heart,Alicia Keys,0.496,0.82,5,-5.155,1,0.112,0.158,0.246,0.13,0.549,110.977,4.150216666666667,5
99,100,100,Jerrod Niemann,"Lover, Lover",2010,Jerrod Niemann,"Jerrod Niemann Lover, Lover",Jerrod Niemann,0.879,0.567,7,-6.509,1,0.0586,0.184,0.0,0.622,0.948,112.472,3.2288833333333335,4
100,1,101,Adele,Rolling in the Deep,2011,Adele,Adele Rolling in the Deep,Adele,0.729,0.756,8,-5.119,1,0.0294,0.131,0.0,0.0527,0.522,104.945,3.804883333333333,4
101,2,102,LMFAO featuring Lauren Bennett and GoonRock,Party Rock Anthem,2011,LMFAO featuring,LMFAO  Party Rock Anthem,LMFAO,0.75,0.727,5,-4.21,0,0.142,0.0189,0.0,0.266,0.359,129.993,4.36955,4
101,2,102,LMFAO featuring Lauren Bennett and GoonRock,Party Rock Anthem,2011,LMFAO featuring,LMFAO  Party Rock Anthem,Lauren Bennett,0.75,0.727,5,-4.21,0,0.142,0.0189,0.0,0.266,0.359,129.993,4.36955,4
101,2,102,LMFAO featuring Lauren Bennett and GoonRock,Party Rock Anthem,2011,LMFAO featuring,LMFAO  Party Rock Anthem,GoonRock,0.75,0.727,5,-4.21,0,0.142,0.0189,0.0,0.266,0.359,129.993,4.36955,4
102,3,103,Katy Perry,Firework,2011,Katy Perry,Katy Perry Firework,Katy Perry,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,3.798,4
103,4,104,Katy Perry featuring Kanye West,E.T.,2011,Katy Perry,Katy Perry E.T.,Katy Perry,0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,151.684,3.826216666666667,4
103,4,104,Katy Perry featuring Kanye West,E.T.,2011,Katy Perry,Katy Perry E.T.,Kanye West,0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,151.684,3.826216666666667,4
104,5,105,"Pitbull featuring Ne-Yo, Afrojack and Nayer",Give Me Everything,2011,Pitbull featuring,Pitbull  Give Me Everything,Pitbull,0.671,0.939,8,-3.206,1,0.161,0.192,0.0,0.298,0.529,129.023,4.205116666666667,4
104,5,105,"Pitbull featuring Ne-Yo, Afrojack and Nayer",Give Me Everything,2011,Pitbull featuring,Pitbull  Give Me Everything,Ne-Yo,0.671,0.939,8,-3.206,1,0.161,0.192,0.0,0.298,0.529,129.023,4.205116666666667,4
104,5,105,"Pitbull featuring Ne-Yo, Afrojack and Nayer",Give Me Everything,2011,Pitbull featuring,Pitbull  Give Me Everything,Afrojack,0.671,0.939,8,-3.206,1,0.161,0.192,0.0,0.298,0.529,129.023,4.205116666666667,4
104,5,105,"Pitbull featuring Ne-Yo, Afrojack and Nayer",Give Me Everything,2011,Pitbull featuring,Pitbull  Give Me Everything,Nayer,0.671,0.939,8,-3.206,1,0.161,0.192,0.0,0.298,0.529,129.023,4.205116666666667,4
105,6,106,Bruno Mars,Grenade,2011,Bruno Mars,Bruno Mars Grenade,Bruno Mars,0.706,0.558,2,-7.237,0,0.0593,0.146,0.0,0.118,0.227,110.443,3.7208833333333335,4
106,7,107,CeeLo Green,Fuck You,2011,CeeLo Green,CeeLo Green Fuck You,CeeLo Green,0.69,0.834,0,-5.79,1,0.0566,0.129,0.0,0.136,0.738,127.43,3.71555,4
107,8,108,Nicki Minaj,Super Bass,2011,Nicki Minaj,Nicki Minaj Super Bass,Nicki Minaj,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,126.991,3.33355,4
108,9,109,Maroon 5 featuring Christina Aguilera,Moves like Jagger,2011,Maroon 5,Maroon 5 Moves like Jagger,Maroon 5,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,3.3526666666666665,4
108,9,109,Maroon 5 featuring Christina Aguilera,Moves like Jagger,2011,Maroon 5,Maroon 5 Moves like Jagger,Christina Aguilera,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,3.3526666666666665,4
109,10,110,The Black Eyed Peas,Just Can't Get Enough,2011,The Black,The Black Just Can't Get Enough,Black Eyed Peas,0.659,0.628,0,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05,3.6571166666666666,4
110,11,111,Jennifer Lopez featuring Pitbull,On the Floor,2011,Jennifer Lopez,Jennifer Lopez On the Floor,Jennifer Lopez,0.758,0.686,11,-6.346,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,3.84845,4
110,11,111,Jennifer Lopez featuring Pitbull,On the Floor,2011,Jennifer Lopez,Jennifer Lopez On the Floor,Pitbull,0.758,0.686,11,-6.346,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,3.84845,4
111,12,112,Rihanna,S&M,2011,Rihanna,Rihanna S&M,Rihanna,0.766,0.682,1,-5.02,1,0.0419,0.0113,0.00016,0.104,0.833,127.966,4.058883333333333,4
112,13,113,Foster the People,Pumped Up Kicks,2011,Foster the,Foster the Pumped Up Kicks,Foster The People,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,3.993333333333333,4
113,14,114,Katy Perry,Last Friday Night (T.G.I.F.),2011,Katy Perry,Katy Perry Last Friday Night (T.G.I.F.),Katy Perry,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,3.8457833333333333,4
114,15,115,Bruno Mars,Just the Way You Are,2011,Bruno Mars,Bruno Mars Just the Way You Are,Bruno Mars,0.637,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.012,3.6788833333333333,4
115,16,116,Enrique Iglesias featuring Ludacris and DJ Frank E,Tonight (I'm Lovin' You),2011,Enrique Iglesias,Enrique Iglesias Tonight (I'm Lovin' You),Slowgrind Re-Mixers,0.72,0.63,0,-14.982,0,0.0504,0.0891,0.00154,0.134,0.935,125.922,4.073033333333333,4
116,17,117,Pink,Raise Your Glass,2011,Pink,Pink Raise Your Glass,P!nk,0.7,0.709,7,-5.006,1,0.0839,0.0048,0.0,0.0289,0.625,122.019,3.3826666666666667,4
117,18,118,Lady Gaga,Born This Way,2011,Lady Gaga,Lady Gaga Born This Way,Lady Gaga,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,4.33755,4
118,19,119,Pink,F**kin' Perfect,2011,Pink,Pink F**kin' Perfect,P!nk,0.57,0.646,7,-4.748,1,0.0331,0.0412,0.0,0.362,0.485,91.954,3.5568833333333334,4
119,20,120,Rihanna featuring Drake,What's My Name?,2011,Rihanna featuring,Rihanna  What's My Name?,Rihanna,0.695,0.782,2,-2.967,1,0.0629,0.223,0.0,0.0773,0.595,99.992,4.386216666666667,4
119,20,120,Rihanna featuring Drake,What's My Name?,2011,Rihanna featuring,Rihanna  What's My Name?,Drake,0.695,0.782,2,-2.967,1,0.0629,0.223,0.0,0.0773,0.595,99.992,4.386216666666667,4
120,21,121,Chris Brown featuring Lil Wayne and Busta Rhymes,Look at Me Now,2011,Chris Brown,Chris Brown Look at Me Now,Chris Brown,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,3.709783333333333,4
120,21,121,Chris Brown featuring Lil Wayne and Busta Rhymes,Look at Me Now,2011,Chris Brown,Chris Brown Look at Me Now,Lil Wayne,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,3.709783333333333,4
120,21,121,Chris Brown featuring Lil Wayne and Busta Rhymes,Look at Me Now,2011,Chris Brown,Chris Brown Look at Me Now,Busta Rhymes,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,3.709783333333333,4
121,22,122,Jeremih featuring 50 Cent,Down on Me,2011,Jeremih featuring,Jeremih  Down on Me,Jeremih,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,3.80755,4
121,22,122,Jeremih featuring 50 Cent,Down on Me,2011,Jeremih featuring,Jeremih  Down on Me,50 Cent,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,3.80755,4
122,23,123,Lil Wayne,How to Love,2011,Lil Wayne,Lil Wayne How to Love,Lil Wayne,0.644,0.661,11,-6.093,1,0.0418,0.000177,5.14e-06,0.108,0.272,154.001,4.005116666666667,4
123,24,124,Adele,Someone Like You,2011,Adele,Adele Someone Like You,Adele,0.559,0.33,9,-8.251,1,0.0285,0.892,0.0,0.0975,0.285,135.109,4.750666666666667,4
124,25,125,OneRepublic,Good Life,2011,OneRepublic,OneRepublic Good Life,OneRepublic,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,4.221783333333334,4
125,26,126,Bruno Mars,The Lazy Song,2011,Bruno Mars,Bruno Mars The Lazy Song,Bruno Mars,0.738,0.804,11,-3.851,1,0.0621,0.332,0.0,0.279,0.949,174.943,3.1702166666666667,4
126,27,127,Britney Spears,Till the World Ends,2011,Britney Spears,Britney Spears Till the World Ends,Britney Spears,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,3.9657833333333334,4
127,28,128,Lupe Fiasco,The Show Goes On,2011,Lupe Fiasco,Lupe Fiasco The Show Goes On,Lupe Fiasco,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,3.99355,4
128,29,129,Lady Gaga,The Edge of Glory,2011,Lady Gaga,Lady Gaga The Edge of Glory,Lady Gaga,0.581,0.772,9,-6.544,1,0.0401,0.000343,0.0191,0.11,0.361,127.952,5.343116666666667,4
129,30,130,Kesha,We R Who We R,2011,Kesha,Kesha We R Who We R,Kesha,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,3.4126666666666665,4
130,31,131,Wiz Khalifa,Black and Yellow,2011,Wiz Khalifa,Wiz Khalifa Black and Yellow,Wiz Khalifa,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,3.6277833333333334,4
131,32,132,Hot Chelle Rae,Tonight Tonight,2011,Hot Chelle,Hot Chelle Tonight Tonight,Hot Chelle Rae,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,3.3411166666666667,4
132,33,133,Kesha,Blow,2011,Kesha,Kesha Blow,Kesha,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,3.6662166666666667,4
133,34,134,Bad Meets Evil featuring Bruno Mars,Lighters,2011,Bad Meets,Bad Meets Lighters,Bad Meets Evil,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268,5.06355,4
133,34,134,Bad Meets Evil featuring Bruno Mars,Lighters,2011,Bad Meets,Bad Meets Lighters,Bruno Mars,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268,5.06355,4
134,35,135,The Band Perry,If I Die Young,2011,The Band,The Band If I Die Young,The Band Perry,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,3.7128833333333335,4
135,36,136,Gym Class Heroes featuring Adam Levine,Stereo Hearts,2011,Gym Class,Gym Class Stereo Hearts,Gym Class Heroes,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,3.516,4
135,36,136,Gym Class Heroes featuring Adam Levine,Stereo Hearts,2011,Gym Class,Gym Class Stereo Hearts,Adam Levine,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,3.516,4
136,37,137,The Black Eyed Peas,The Time (Dirty Bit),2011,The Black,The Black The Time (Dirty Bit),Black Eyed Peas,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,5.1273333333333335,4
137,38,138,Diddy – Dirty Money featuring Skylar Grey,Coming Home,2011,Diddy –,Diddy – Coming Home,Diddy - Dirty Money,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,3.9782166666666665,4
137,38,138,Diddy – Dirty Money featuring Skylar Grey,Coming Home,2011,Diddy –,Diddy – Coming Home,Skylar Grey,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,3.9782166666666665,4
138,39,139,Pitbull featuring T-Pain,Hey Baby (Drop It to the Floor),2011,Pitbull featuring,Pitbull  Hey Baby (Drop It to the Floor),Pitbull,0.595,0.913,10,-3.428,0,0.0884,0.0435,0.0,0.259,0.762,128.021,3.90755,4
138,39,139,Pitbull featuring T-Pain,Hey Baby (Drop It to the Floor),2011,Pitbull featuring,Pitbull  Hey Baby (Drop It to the Floor),T-Pain,0.595,0.913,10,-3.428,0,0.0884,0.0435,0.0,0.259,0.762,128.021,3.90755,4
139,40,140,Rihanna,Only Girl (In the World),2011,Rihanna,Rihanna Only Girl (In the World),Rihanna,0.786,0.716,11,-4.253,0,0.0409,0.102,1.72e-05,0.0557,0.595,125.921,3.925333333333333,4
140,41,141,Lil Wayne featuring Cory Gunz,6 Foot 7 Foot,2011,Lil Wayne,Lil Wayne 6 Foot 7 Foot,Lil Wayne,0.365,0.751,2,-5.429,1,0.304,0.000707,0.0,0.318,0.604,79.119,4.143116666666667,4
140,41,141,Lil Wayne featuring Cory Gunz,6 Foot 7 Foot,2011,Lil Wayne,Lil Wayne 6 Foot 7 Foot,Cory Gunz,0.365,0.751,2,-5.429,1,0.304,0.000707,0.0,0.318,0.604,79.119,4.143116666666667,4
141,42,142,Lady Antebellum,Just a Kiss,2011,Lady Antebellum,Lady Antebellum Just a Kiss,Lady A,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,3.6473333333333335,4
142,43,143,Jason Aldean,Dirt Road Anthem,2011,Jason Aldean,Jason Aldean Dirt Road Anthem,Jason Aldean,0.68,0.741,2,-5.055,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024,3.8233333333333333,4
143,44,144,Taio Cruz,Dynamite,2011,Taio Cruz,Taio Cruz Dynamite,Taio Cruz,0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,119.968,3.3977833333333334,4
144,45,145,Waka Flocka Flame featuring Wale and Roscoe Dash,No Hands,2011,Waka Flocka,Waka Flocka No Hands,Waka Flocka Flame,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,4.396216666666667,4
144,45,145,Waka Flocka Flame featuring Wale and Roscoe Dash,No Hands,2011,Waka Flocka,Waka Flocka No Hands,Roscoe Dash,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,4.396216666666667,4
144,45,145,Waka Flocka Flame featuring Wale and Roscoe Dash,No Hands,2011,Waka Flocka,Waka Flocka No Hands,Wale,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,4.396216666666667,4
145,46,146,Britney Spears,I Wanna Go,2011,Britney Spears,Britney Spears I Wanna Go,Britney Spears,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,3.50445,4
146,47,147,"DJ Khaled featuring Drake, Rick Ross and Lil Wayne",I'm on One,2011,DJ Khaled,DJ Khaled I'm on One,DJ Khaled,0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,4.935783333333333,4
146,47,147,"DJ Khaled featuring Drake, Rick Ross and Lil Wayne",I'm on One,2011,DJ Khaled,DJ Khaled I'm on One,Drake,0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,4.935783333333333,4
146,47,147,"DJ Khaled featuring Drake, Rick Ross and Lil Wayne",I'm on One,2011,DJ Khaled,DJ Khaled I'm on One,Rick Ross,0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,4.935783333333333,4
146,47,147,"DJ Khaled featuring Drake, Rick Ross and Lil Wayne",I'm on One,2011,DJ Khaled,DJ Khaled I'm on One,Lil Wayne,0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,4.935783333333333,4
147,48,148,Cobra Starship featuring Sabi,You Make Me Feel...,2011,Cobra Starship,Cobra Starship You Make Me Feel...,Cobra Starship,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,3.594883333333333,4
147,48,148,Cobra Starship featuring Sabi,You Make Me Feel...,2011,Cobra Starship,Cobra Starship You Make Me Feel...,Sabi,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,3.594883333333333,4
148,49,149,Chris Brown,Yeah 3x,2011,Chris Brown,Chris Brown Yeah 3x,Chris Brown,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,4.027783333333334,4
149,50,150,Nicki Minaj featuring Drake,Moment 4 Life,2011,Nicki Minaj,Nicki Minaj Moment 4 Life,Nicki Minaj,0.68,0.882,11,-3.883,1,0.236,0.406,0.0,0.241,0.386,97.943,4.655116666666666,4
149,50,150,Nicki Minaj featuring Drake,Moment 4 Life,2011,Nicki Minaj,Nicki Minaj Moment 4 Life,Drake,0.68,0.882,11,-3.883,1,0.236,0.406,0.0,0.241,0.386,97.943,4.655116666666666,4
150,51,151,Dr. Dre featuring Eminem and Skylar Grey,I Need a Doctor,2011,Dr. Dre,Dr. Dre I Need a Doctor,Dr. Dre,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,4.728883333333333,4
150,51,151,Dr. Dre featuring Eminem and Skylar Grey,I Need a Doctor,2011,Dr. Dre,Dr. Dre I Need a Doctor,Eminem,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,4.728883333333333,4
150,51,151,Dr. Dre featuring Eminem and Skylar Grey,I Need a Doctor,2011,Dr. Dre,Dr. Dre I Need a Doctor,Skylar Grey,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,4.728883333333333,4
151,52,152,Nelly,Just a Dream,2011,Nelly,Nelly Just a Dream,Nelly,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,3.9633333333333334,4
152,53,153,Kelly Rowland featuring Lil Wayne,Motivation,2011,Kelly Rowland,Kelly Rowland Motivation,Kelly Rowland,0.735,0.679,9,-5.588,0,0.0431,0.18,0.000198,0.0766,0.264,140.858,3.852883333333333,4
152,53,153,Kelly Rowland featuring Lil Wayne,Motivation,2011,Kelly Rowland,Kelly Rowland Motivation,Lil Wayne,0.735,0.679,9,-5.588,0,0.0431,0.18,0.000198,0.0766,0.264,140.858,3.852883333333333,4
153,54,154,Edward Maya featuring Vika Jigulina,Stereo Love,2011,Edward Maya,Edward Maya Stereo Love,Edward Maya,0.778,0.776,9,-5.359,1,0.0362,0.0338,0.0216,0.0772,0.361,127.049,4.126916666666666,4
153,54,154,Edward Maya featuring Vika Jigulina,Stereo Love,2011,Edward Maya,Edward Maya Stereo Love,Vika Jigulina,0.778,0.776,9,-5.359,1,0.0362,0.0338,0.0216,0.0772,0.361,127.049,4.126916666666666,4
154,55,155,Christina Perri,Jar of Hearts,2011,Christina Perri,Christina Perri Jar of Hearts,Christina Perri,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,4.109783333333334,4
155,56,156,Wiz Khalifa,Roll Up,2011,Wiz Khalifa,Wiz Khalifa Roll Up,Wiz Khalifa,0.523,0.805,3,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358,3.7962166666666666,5
156,57,157,LMFAO,Sexy and I Know It,2011,LMFAO,LMFAO Sexy and I Know It,LMFAO,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,3.324666666666667,4
157,58,158,Far East Movement featuring Ryan Tedder,Rocketeer,2011,Far East,Far East Rocketeer,Far East Movement,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,3.5208833333333334,4
157,58,158,Far East Movement featuring Ryan Tedder,Rocketeer,2011,Far East,Far East Rocketeer,Ryan Tedder,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,3.5208833333333334,4
157,58,158,Far East Movement featuring Ryan Tedder,Rocketeer,2011,Far East,Far East Rocketeer,Ruff Loaderz,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,3.5208833333333334,4
158,59,159,Kanye West featuring Rihanna,All of the Lights,2011,Kanye West,Kanye West All of the Lights,Kanye West,0.541,0.803,1,-3.284,1,0.0738,0.0796,1.71e-05,0.176,0.221,142.135,4.99355,4
159,60,160,Britney Spears,Hold It Against Me,2011,Britney Spears,Britney Spears Hold It Against Me,Britney Spears,0.648,0.722,0,-4.813,0,0.0427,0.0103,0.0,0.24,0.389,132.973,3.8137833333333333,4
160,61,161,Usher,More,2011,Usher,Usher More,Usher,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083,3.66645,4
161,62,162,Avril Lavigne,What the Hell,2011,Avril Lavigne,Avril Lavigne What the Hell,Avril Lavigne,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,3.67845,4
162,63,163,Tinie Tempah featuring Eric Turner,Written in the Stars,2011,Tinie Tempah,Tinie Tempah Written in the Stars,Tinie Tempah,0.644,0.945,7,-3.534,1,0.0717,0.0587,0.0,0.184,0.573,91.017,3.6593333333333335,4
162,63,163,Tinie Tempah featuring Eric Turner,Written in the Stars,2011,Tinie Tempah,Tinie Tempah Written in the Stars,Eric Turner,0.644,0.945,7,-3.534,1,0.0717,0.0587,0.0,0.184,0.573,91.017,3.6593333333333335,4
163,64,164,Trey Songz featuring Nicki Minaj,Bottoms Up,2011,Trey Songz,Trey Songz Bottoms Up,Trey Songz,0.845,0.601,1,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74.008,4.03355,4
163,64,164,Trey Songz featuring Nicki Minaj,Bottoms Up,2011,Trey Songz,Trey Songz Bottoms Up,Nicki Minaj,0.845,0.601,1,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74.008,4.03355,4
164,65,165,Usher featuring Pitbull,DJ Got Us Fallin' in Love,2011,Usher featuring,Usher  DJ Got Us Fallin' in Love,Usher,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,3.68,4
164,65,165,Usher featuring Pitbull,DJ Got Us Fallin' in Love,2011,Usher featuring,Usher  DJ Got Us Fallin' in Love,Pitbull,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,3.68,4
165,66,166,The Script,For the First Time,2011,The Script,The Script For the First Time,The Script,0.396,0.629,9,-4.78,1,0.0287,0.0328,0.0,0.183,0.358,173.794,4.214216666666666,4
166,67,167,Blake Shelton,Honey Bee,2011,Blake Shelton,Blake Shelton Honey Bee,Blake Shelton,0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,3.512,4
167,68,168,Jason Aldean featuring Kelly Clarkson,Don't You Wanna Stay,2011,Jason Aldean,Jason Aldean Don't You Wanna Stay,Jason Aldean,0.445,0.631,11,-4.798,1,0.0304,0.129,0.0,0.0911,0.152,143.846,4.274,4
